comment,Cleaned_Comment,Sentiment
Wauw,Wauw,neutral
🖤💣my city,my city,neutral
Ma è Euro 6.2 ? Per caso è entrato in ZTL senza il talloncino ?,Ma  Euro 62  Per caso  entrato in ZTL senza il talloncino,neutral
the engine sounds never gets old,the engine sounds never gets old,positive
Nice place,Nice place,positive
As always these things are beautifully made!!! Plus the RB9 still looks good today in the current livery!,As always these things are beautifully made Plus the RB9 still looks good today in the current livery,positive
Awesome 🤩🤩🤩👍👍👍,Awesome,positive
He forgot to read the Highway code before driving. Please list all the infringements here. :),He forgot to read the Highway code before driving Please list all the infringements here,neutral
Max wird Weltmeister 2021 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍,Max wird Weltmeister 2021,neutral
I love Palermo!!!,I love Palermo,positive
"Red Bull is probably the most fun sports team ever, wtf how good is this clip",Red Bull is probably the most fun sports team ever wtf how good is this clip,positive
Very slick production…!!!,Very slick production,negative
JAKIDALE,JAKIDALE,neutral
"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=29"">0:29</a>, is that Troye Sivan or someone I know from Call me by your name?",029 is that Troye Sivan or someone I know from Call me by your name,neutral
"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=84"">1:24</a> if this was the 2021 F1 car they&#39;d think it was a vespa speeding",124 if this was the 2021 F1 car they39d think it was a vespa speeding,neutral
Max has the coolest job ever! Italy is beautifull btw..,Max has the coolest job ever Italy is beautifull btw,neutral
RB budget for movie &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;Merc budget for Bot,RB budget for movie gtgtgtgtgtgtgtgtgtgtgtgtgtMerc budget for Bot,neutral
Lol just spend 2% of budget on storytelling - what a stupid little film - f1 pilots are more funny than this.,Lol just spend 2 of budget on storytelling  what a stupid little film  f1 pilots are more funny than this,positive
Now i know why pictures of the rb7 went all over the internet,Now i know why pictures of the rb7 went all over the internet,neutral
"This is a Red Bull&#39;s masterpiece. Well done ! Considering Ferrari&#39;s form you have now got a few thousands more supporters for the upcoming Monza GP.... and championship finale... ;-) .. this is a direct hit to Wolff&#39;s boring battleship ... sorry Toto.. your team has never been very friendly and anyway, 7 years on the top are too much for anybody to stand; F1 needs a change.. a big one...",This is a Red Bull39s masterpiece Well done  Considering Ferrari39s form you have now got a few thousands more supporters for the upcoming Monza GP and championship finale   this is a direct hit to Wolff39s boring battleship  sorry Toto your team has never been very friendly and anyway 7 years on the top are too much for anybody to stand F1 needs a change a big one,positive
"Nice, but pure soft &#39;flim flam&#39;. Max needs to stay focussed as the guy says in the video. That has been the key to his success so far. His Dutch GP win was achieved with pure concentrated focus and no distractions being allowed. I think he is strong minded enough not to get carried away with any silly PR nonsense.  One can only hope that the Sicilian economy benefited from this &#39;confection&#39;.",Nice but pure soft 39flim flam39 Max needs to stay focussed as the guy says in the video That has been the key to his success so far His Dutch GP win was achieved with pure concentrated focus and no distractions being allowed I think he is strong minded enough not to get carried away with any silly PR nonsense  One can only hope that the Sicilian economy benefited from this 39confection39,positive
No Halo??,No Halo,neutral
Bellissima  la  mia palermo,Bellissima  la  mia palermo,neutral
Mah... peccato che Palermo non è come la vedete i  questo spot. Per girarlo hanno completamente bloccato una città e nascosto tutta la spazzatura che quotidianamente inonda le strade,Mah peccato che Palermo non  come la vedete i  questo spot Per girarlo hanno completamente bloccato una citt e nascosto tutta la spazzatura che quotidianamente inonda le strade,neutral
I think you guys at rb racing should make a video where you show that a f1 car could really ride upside down,I think you guys at rb racing should make a video where you show that a f1 car could really ride upside down,positive
Bellissimo!!!,Bellissimo,neutral
that&#39;s what f1 sounds should be,that39s what f1 sounds should be,neutral
I like what you guys are doing and I hope you continue it in the future,I like what you guys are doing and I hope you continue it in the future,neutral
"E&#39; bellissimo ! <br>&quot;piessichi, patati....amuni niesci ru garage, nni vieremu a Monza&quot;<br>Mi è venuta la pelle d&#39;oca al burn-out ai Quattro Canti",E39 bellissimo  quotpiessichi patatiamuni niesci ru garage nni vieremu a MonzaquotMi  venuta la pelle d39oca al burnout ai Quattro Canti,neutral
rb6 or rb8 ?,rb6 or rb8,neutral
Next time to Bolzano 🤣,Next time to Bolzano,neutral
The Red Bull PR team never disappoints!!,The Red Bull PR team never disappoints,neutral
Bravo! Excelente! Los Mejores 👏🏼👏🏼👏🏼,Bravo Excelente Los Mejores,neutral
"This is not max&#39;s car, this is vettel&#39;s car in 2011 I think.",This is not max39s car this is vettel39s car in 2011 I think,neutral
"Che bella la mia Mondello, mai vista così 😍😍😍",Che bella la mia Mondello mai vista cos,neutral
That&#39;s money for next year&#39;s car gone,That39s money for next year39s car gone,neutral
Palermo immensa 💖🖤💖🖤,Palermo immensa,neutral
"Ferrari couldn&#39;t have done better. Welcome to Italy, Red Bull Racing Honda.",Ferrari couldn39t have done better Welcome to Italy Red Bull Racing Honda,positive
Come si fa a non amarvi! Complimenti vivissimi e forza super max!,Come si fa a non amarvi Complimenti vivissimi e forza super max,positive
MANDOLINO &lt;3,MANDOLINO lt3,neutral
"‼️ They&#39;ve chosen the best Sicilian City for this spot: <a href=""http://www.youtube.com/results?search_query=%23palermo"">#PALERMO</a> ❤️<br><br>PALERMITANI commentate Ca&#39; sutta! 😏💯",They39ve chosen the best Sicilian City for this spot PALERMO PALERMITANI commentate Ca39 sutta,positive
"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=101"">1:41</a> <b>Mazepin wants to know your location</b>",141 Mazepin wants to know your location,positive
"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=126"">2:06</a> are they gonna clean it?",206 are they gonna clean it,positive
la mia cara e bellissima palermo.😘😘😘😘😘,la mia cara e bellissima palermo,neutral
‼️ Niente di meno anno imbroccato una città x cuesta cag*ta ke iggnoranti [cit] 😏💯,Niente di meno anno imbroccato una citt x cuesta cagta ke iggnoranti cit,neutral
We all know it&#39;s Coulthard driving the car. 🤣,We all know it39s Coulthard driving the car,neutral
"This bullshit is the reason my city got completely locked up, with each and every one of us unable to get to work in time?",This bullshit is the reason my city got completely locked up with each and every one of us unable to get to work in time,negative
Welcome to Ferrari❤️🇮🇹,Welcome to Ferrari,positive
i love this sponsor my city in few moments I&#39;m proud of that 😍,i love this sponsor my city in few moments I39m proud of that,positive
"Aw man that was beautiful, might buy a red bull today",Aw man that was beautiful might buy a red bull today,positive
si i surfisti a Mondello ...e a munnizza dove l avete messa !?,si i surfisti a Mondello e a munnizza dove l avete messa,neutral
I m a Hamilton fan but max and rb team is undefeatable,I m a Hamilton fan but max and rb team is undefeatable,neutral
How good is this.. I would had thought Ferrari would do this.,How good is this I would had thought Ferrari would do this,positive
Favoloso!,Favoloso,neutral
Meravigliosa la mia amata Palermo!! <br>Vista cosi sei ancora più bella <br>Grazie Red Bull!!,Meravigliosa la mia amata Palermo Vista cosi sei ancora pi bella Grazie Red Bull,neutral
"Fantastico, che spettacolo la Sicilia ❤️",Fantastico che spettacolo la Sicilia,neutral
Palermo e i palermitani nel mio ❤️,Palermo e i palermitani nel mio,neutral
"ok I almost cried. Palermo is my hometown. I was born there, I grew up there, I studied there. To be accurate, I grew up in Mondello and, when I was young one of my favourite play was to run the Mondello&#39;s pier by my bike and then dive into the sea still hanging on my  bike, in the same point where the car reach the boat. Thank you Red Bull for this moment. It is an awesome video.",ok I almost cried Palermo is my hometown I was born there I grew up there I studied there To be accurate I grew up in Mondello and when I was young one of my favourite play was to run the Mondello39s pier by my bike and then dive into the sea still hanging on my  bike in the same point where the car reach the boat Thank you Red Bull for this moment It is an awesome video,positive
Dude where is the halo... 😁,Dude where is the halo,neutral
Venite ad avigliano,Venite ad avigliano,neutral
"A MA ZING !!!! FPV, PHOTOGRAPHY, RITHM, GREAT!!!",A MA ZING  FPV PHOTOGRAPHY RITHM GREAT,positive
Aaa the old car. Mmmm memories,Aaa the old car Mmmm memories,positive
Video stupendo! E sempre viva Palermo e Santa Rosalia...,Video stupendo E sempre viva Palermo e Santa Rosalia,neutral
5 minuti di adrenalinica bellezza....Palermo is Palermo !,5 minuti di adrenalinica bellezzaPalermo is Palermo,neutral
Stupendo! La vera Palermo!,Stupendo La vera Palermo,neutral
"The graphics, the redbull, the everything 🔥🔥",The graphics the redbull the everything,neutral
Mind boggling video. Hope Max verstappan will 2021 F1 world champion,Mind boggling video Hope Max verstappan will 2021 F1 world champion,neutral
That work with a drone is amazing!,That work with a drone is amazing,positive
Proud of my city !,Proud of my city,positive
Thanks guys from Italian I appreciated very much !,Thanks guys from Italian I appreciated very much,positive
"Come to visit Palermo! Thanks to Red Bull..., because Palermo it&#39;s a wonderful city, but in this video is fantastic ❤️🇮🇹",Come to visit Palermo Thanks to Red Bull because Palermo it39s a wonderful city but in this video is fantastic,positive
Red Bull... E dai.... Dopo aver speso tutti stu soldi per sta bella pubblicità... Fai altro sforzo.. Comprati il Palermo F.C. e portalo in champions league.... come hai già fatto con Lipsia e Salisburgo...... Dai su.. Regalaci sta gioia... FORZA PALERMO. bella sempre.,Red Bull E dai Dopo aver speso tutti stu soldi per sta bella pubblicit Fai altro sforzo Comprati il Palermo FC e portalo in champions league come hai gi fatto con Lipsia e Salisburgo Dai su Regalaci sta gioia FORZA PALERMO bella sempre,neutral
Where is checo?,Where is checo,neutral
ma il nesso con Monza?,ma il nesso con Monza,neutral
