author,comment,published_at
@giacomopane956,"Avrei potuto fare una facile battuta del tipo: &quot;strano che non gli abbiano rubato la macchina&quot; ma invece devo levarmi il cappello di fronte a cotanta bellezza.. I colori, i suoni e le immagini ti fanno respirare il profumo di Palermo.. Il profumo di una terra, la Sicilia, che nonostante sia martoriata ha delle bellezze che lasciano di stucco il mondo intero.. Red bull è veramente imbattibile nelle sue pubblicità e in questi video particolari, che riescono a farti sorridere ed emozionare al tempo stesso.. risultato veramente  meraviglioso, complimenti",2021-09-08T15:11:44Z
@Ronnie1980_,"Max, Max, Super Max.",2021-09-08T15:11:44Z
@Nevada43,che meraviglia questo video 😍😍😍,2021-09-08T15:11:40Z
@CARMELOGUARRASI,WOW CHE SPOT FANTASTICO COMPLIMENTI ALLA RED BULL 😉😉😉,2021-09-08T15:09:31Z
@tharu260,I hate the fact that you can&#39;t use this year car. Still amazing video.,2021-09-08T15:07:52Z
@Jensen89NL,Behind the Charge Zandvoort when?🔥,2021-09-08T15:07:50Z
@gueritoplays2789,"Checo where ? Red Bull prefer Max verstapen in pit stops, engineer strategies really ?",2021-09-08T15:06:23Z
@f1talkwithharry,another cool video @Red Bull Racing Honda,2021-09-08T15:04:11Z
@POTThaesslich,"I’m going out on a limb here, but I don’t think this is Max",2021-09-08T15:04:10Z
@ChetanSharma_727,I wanna hear &quot;Grazie ragazzi.&quot; This weekend.,2021-09-08T15:01:44Z
@kingjames6928,Max red bull monza,2021-09-08T15:01:27Z
@victorguzman1830,Let’s go Max,2021-09-08T15:01:21Z
@spickie31,Absolutely fabulous! What a PR in the middle of Palermo!,2021-09-08T15:00:41Z
@rosalbaradica1904,Ma quelli che hanno messo il pollice in giù che problemi hanno🙄,2021-09-08T15:00:38Z
@rosalbaradica1904,Spettacolare😍,2021-09-08T15:00:02Z
@Thang_MD,Nice!,2021-09-08T14:59:58Z
@antoniosanginisi8635,We LOVE Sicily and MAX !,2021-09-08T14:58:47Z
@sharondarmadi,"anybody know what song is it on <a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=99"">1:39</a>",2021-09-08T14:58:25Z
@vincentchanbiz,Even Toto is impressed,2021-09-08T14:57:59Z
@latematcha,"Every time I saw these videos, I would think &quot;I don&#39;t think they are F1 drivers, they have to hire professionals for the shots&quot;, but I remember that an F1 driver is professional enough to do that.",2021-09-08T14:56:16Z
@giuseppetinaglia4839,"È un&#39;offesa per noi Palermitani avete tenuto una settimana tutta Palermo bloccata per fare gli interessi di altri , a discapito di tutti i Palermitani che dovevano andare a lavorare bloccati nel traffico , e alla fine il comune di Palermo ha guadagnato soltanto 180 € vergognatevi !!!",2021-09-08T14:55:20Z
@adolfohidalgo2170,Me encantan sus locuras jajaja,2021-09-08T14:54:20Z
@major_news,Is this the vettel car?,2021-09-08T14:52:55Z
@kubhak,Red Bull is &quot;PR&quot;,2021-09-08T14:51:58Z
@lorenzosetola9322,ma nessuno parla del fatto che jakidale è in un video di red bull? ahahaha,2021-09-08T14:51:26Z
@danilofiglia6562,Spettacolare!!!!! Noi siciliani vi ringraziamo!,2021-09-08T14:51:23Z
@luisangelvalenti,"Higos, granadas y el abuelo Angelo tejiendo mimbre..... cuantos recuerdos per me!!",2021-09-08T14:51:21Z
@IngiroconMilo,Emozioni a go go in questo video. Quanto è bella la mia Palermo 🤩,2021-09-08T14:50:46Z
@user-vu3uy7np9y,💪👌🥇,2021-09-08T14:49:19Z
@markeron5991,Red Bull Racing Honda hits 1M sub,2021-09-08T14:48:32Z
@bcboy87,Luigi only follow Ferrari,2021-09-08T14:48:31Z
@lepm09,What about making one of these with Checo in Mexico?,2021-09-08T14:46:28Z
@antoniowrobel7158,PR team: So how much money can we spend?<br><br><br><br>RedBull: Yes,2021-09-08T14:44:36Z
@dannyvanhove8420,Forza Max!,2021-09-08T14:44:23Z
@eXplicit--,No one does it like Redbull 😍,2021-09-08T14:42:23Z
@michelebrandon,Palermo ti mette le ali😜,2021-09-08T14:41:42Z
@Jordiw00t,It&#39;s really a shame it&#39;s never the actual driver in these things. Would add a more believable factor to these videos.,2021-09-08T14:40:43Z
@quikeeluceroo,Quedo bellísimo 😎🇲🇽🇲🇽🇲🇽,2021-09-08T14:40:08Z
@GKurz,"everyone that knows Palermo is aware of the fact, that because of the extreme traffic it would take hours to get anywhere. The car ist the problem, not the solution!",2021-09-08T14:39:51Z
@johnnigeltongolsalcedo9651,RBR did it again! YES! Tifosi here...,2021-09-08T14:38:16Z
@georginafcastro6613,Awesome!!,2021-09-08T14:35:52Z
@TonyRettinocadavermutilator,Palermo ❤️,2021-09-08T14:35:34Z
@davidmatthews778,Everyone wants a close 3 way fight for the championship next year,2021-09-08T14:33:56Z
@simonaviolante5861,La mia palermo❤ questo video è stupendo!,2021-09-08T14:32:53Z
@JCola__,"We are absolutely astonished. All of Palermo thanks you so so so so much for this beautiful showcasing of our city. See you all in Monza 🇮🇹<br><br>P.S. next time let Max have at least a nice and fresh slice of white melon, don&#39;t be so evil🥺",2021-09-08T14:30:56Z
@bulansabit7285,Its not a honda engine.. its renault,2021-09-08T14:30:53Z
@danilobraun3891,"They missed the opportunity to end it with a &quot;Boat, Boat, please confirm&quot;",2021-09-08T14:30:09Z
@edwinmedina2225,Hey guys why don’t you come to Dominican Republic one more time ? That would be awesome 🔥🔥🔥🔥🔥,2021-09-08T14:29:59Z
@loljockey,Agency: So what sort of budget are we talking?<br><br>Red Bull: yes,2021-09-08T14:29:53Z
@ThomasDannhauser,The drone shots are amazing!,2021-09-08T14:28:46Z
@brynotar,Lol every one of these Red Bull F1 videos are exactly the same.,2021-09-08T14:27:57Z
@six3758,heel mooie video,2021-09-08T14:27:07Z
@enriqueluna3737,What RB is that?,2021-09-08T14:26:33Z
@Ythigorgame.8,Super Max max,2021-09-08T14:26:19Z
@jeremidesrosiers1067,Hear me out New street circuit,2021-09-08T14:26:04Z
@giuliacurrieri2147,Meravigliosa la mia PALERMO. ❤️Orgogliosa della mia città 🇮🇹,2021-09-08T14:24:08Z
@Cosmolovesmaccas,"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=85"">1:25</a> I legit thought that Lance Stroll was getting married on a Red Bull video from that angle… oof",2021-09-08T14:23:39Z
@manuelsalmun5815,I love this videos,2021-09-08T14:21:41Z
@MeHighG,"Viva Palermo, Viva el RedBull, Viva, Viva el Amor!",2021-09-08T14:20:28Z
@KenanJHS,Was this actually max or just David in Max’s helmet?,2021-09-08T14:19:41Z
@francamariatrapani152,Bellissima Palermo non mi stancherò mai di dirlo❤️❤️❤️,2021-09-08T14:17:46Z
@rachellejanssen2655,"Would be funny if they had the other drivers in as easter eggs, like lando and carlos golfing in the background or something.",2021-09-08T14:15:22Z
@jesaispas69420,Ahah excellent,2021-09-08T14:15:06Z
@divinasi0n,"Spoilers: everyone he passes is a paid model or actor, that&#39;s not even Max driving and all of his lines were written by someone else and recorded in a studio.🎙",2021-09-08T14:15:00Z
@nomiyahere3466,Imagine you selling tomatoes and suddenly a crazy guy driving f1 bought your tomatoes,2021-09-08T14:14:57Z
@ulfetzulgederov8403,Was this the RB7?,2021-09-08T14:14:47Z
@aadithreddy5505,Get the tifosi ready guys hope shaarl leglerg or Carlos wins this time,2021-09-08T14:14:44Z
@finnkleinbrinke9062,Redbull Commercials never disappoint me,2021-09-08T14:14:38Z
@davidpereira8933,One word: EPIC!!,2021-09-08T14:14:18Z
@sebastianodossena2657,Another beautiful video,2021-09-08T14:13:35Z
@720sobsessed6,Who&#39;s driving DC I assume?,2021-09-08T14:13:09Z
@davimarsa,Verstappen:<br>-Great spot for a spin<br><br>Mazepin:<br>-Hold my beer,2021-09-08T14:12:45Z
@GTI8855,"That sound was good. Without the sound this video would not be possible.<br>Unfortunately, we no longer hear it on a race track.",2021-09-08T14:11:01Z
@iltuoinformatico5743,Brividi!,2021-09-08T14:10:25Z
@ignazioscalavino4835,Palermo la città più bella è colorita del mondo😍😍,2021-09-08T14:10:04Z
@apophisstr6719,Really hoping Max could overcome the issues he had with Monza in the past.,2021-09-08T14:09:55Z
@aljosamitic9814,"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=102"">1:42</a><br>Max: Great spot for a little spin<br>Vettel at Ferrari: and i took that personally",2021-09-08T14:09:19Z
@clarkkent2913,"And what does this video teach us? That modern F1 cars are so silent, they are even suitable for city traffic.",2021-09-08T14:07:05Z
@robertoportorico5524,Questo spot avvalora la mia tesi nonché la mia convinzione che Palermo senza i palermitani è una città bellissima,2021-09-08T14:06:46Z
@MarcavsMarca,Interesante,2021-09-08T14:05:56Z
@GDubGregory,Love the flex here. Ferrari is so where like wtf.,2021-09-08T14:04:28Z
@victorfidelis3,RB 2013 car&#39;s???,2021-09-08T14:02:55Z
@keesberendse333,Palermo Casa de sant Angelo,2021-09-08T14:01:24Z
@andyjuandy2078,I like video like this i want too in my country ❤️,2021-09-08T13:58:55Z
@ghiaccioacrome,Hanno capito anche loro che per fare più scena serviva il baccano delle vecchie v8 aspirate. Ci vediamo a Monza con l&#39;aspirapolvere.,2021-09-08T13:58:46Z
@iviaggidispeedy,Bellissimo video❤️ La mia Palermo,2021-09-08T13:58:43Z
@dariobono8212,"Bellissimo, bellissima Palermo ❤️",2021-09-08T13:58:14Z
@marcelmegahertz,RB😍,2021-09-08T13:54:42Z
@audiclubsudofficial3008,Sicily 🇮🇲🇮🇹😍 Sicilia,2021-09-08T13:53:52Z
@Sicily_091,La nostra palermo ..spettacolo puro💗🖤,2021-09-08T13:52:52Z
@riccardoborghino3584,Enjoy italy boys,2021-09-08T13:52:43Z
@davidecardullo1779,"This is the most beautiful city of the world, guys",2021-09-08T13:52:21Z
@eruptic6503,Bruh.,2021-09-08T13:52:20Z
@naycee69,i thought the current V6 turbo hybrid power units were so much more quieter!  LOL Im sure that is a naturally aspirated V8 that I can hear 🤣😂,2021-09-08T13:50:49Z
@nickdreiath4010,The production quality on these is UNBELIEVABLE. Thoroughly enjoyed this RBR! Keep these coming!,2021-09-08T13:50:19Z
@2DYB,Enjoy this video everyone..💃💃,2021-09-08T13:49:00Z
@elmancio17,sa quanto gli è costato il parcheggiatore abusivo a max,2021-09-08T13:48:08Z
@svennie9585,Wauw,2021-09-08T13:48:05Z
@disitube,🖤💣my city,2021-09-08T13:46:22Z
@flowers42195,Ma è Euro 6.2 ? Per caso è entrato in ZTL senza il talloncino ?,2021-09-08T13:46:20Z
@cs_5507,the engine sounds never gets old,2021-09-08T13:43:58Z
@bouazizrachid9682,Nice place,2021-09-08T13:42:43Z
@KenNakajima07,As always these things are beautifully made!!! Plus the RB9 still looks good today in the current livery!,2021-09-08T13:42:11Z
@PavelZaretskyi,Awesome 🤩🤩🤩👍👍👍,2021-09-08T13:41:36Z
@sergio6625,He forgot to read the Highway code before driving. Please list all the infringements here. :),2021-09-08T13:41:02Z
@zuffhu9181,Max wird Weltmeister 2021 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍,2021-09-08T13:39:43Z
@fabrimoura5988,I love Palermo!!!,2021-09-08T13:39:41Z
@karelpgbr,"Red Bull is probably the most fun sports team ever, wtf how good is this clip",2021-09-08T13:39:08Z
@kenriehl7852,Very slick production…!!!,2021-09-08T13:38:46Z
@lechi0401,JAKIDALE,2021-09-08T13:37:19Z
@mrapollo53,"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=29"">0:29</a>, is that Troye Sivan or someone I know from Call me by your name?",2021-09-08T13:37:10Z
@carlospires270,"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=84"">1:24</a> if this was the 2021 F1 car they&#39;d think it was a vespa speeding",2021-09-08T13:37:07Z
@dennisbakker5262,Max has the coolest job ever! Italy is beautifull btw..,2021-09-08T13:37:04Z
@antonc1642,RB budget for movie &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;Merc budget for Bot,2021-09-08T13:36:50Z
@ahhhwh,Lol just spend 2% of budget on storytelling - what a stupid little film - f1 pilots are more funny than this.,2021-09-08T13:36:18Z
@carwashgaming3727,Now i know why pictures of the rb7 went all over the internet,2021-09-08T13:36:13Z
@sergiobuonanno6196,"This is a Red Bull&#39;s masterpiece. Well done ! Considering Ferrari&#39;s form you have now got a few thousands more supporters for the upcoming Monza GP.... and championship finale... ;-) .. this is a direct hit to Wolff&#39;s boring battleship ... sorry Toto.. your team has never been very friendly and anyway, 7 years on the top are too much for anybody to stand; F1 needs a change.. a big one...",2021-09-08T13:35:59Z
@williamfagan7835,"Nice, but pure soft &#39;flim flam&#39;. Max needs to stay focussed as the guy says in the video. That has been the key to his success so far. His Dutch GP win was achieved with pure concentrated focus and no distractions being allowed. I think he is strong minded enough not to get carried away with any silly PR nonsense.  One can only hope that the Sicilian economy benefited from this &#39;confection&#39;.",2021-09-08T13:35:12Z
@srikantg,No Halo??,2021-09-08T13:33:29Z
@monicacapone1379,Bellissima  la  mia palermo,2021-09-08T13:32:22Z
@maxpalermo1068,Mah... peccato che Palermo non è come la vedete i  questo spot. Per girarlo hanno completamente bloccato una città e nascosto tutta la spazzatura che quotidianamente inonda le strade,2021-09-08T13:31:06Z
@biemzak1848,I think you guys at rb racing should make a video where you show that a f1 car could really ride upside down,2021-09-08T13:30:57Z
@SaxGaming,Bellissimo!!!,2021-09-08T13:30:39Z
@game4lifeID,that&#39;s what f1 sounds should be,2021-09-08T13:27:24Z
@shritejjadhav2721,I like what you guys are doing and I hope you continue it in the future,2021-09-08T13:26:22Z
@madimmi,"E&#39; bellissimo ! <br>&quot;piessichi, patati....amuni niesci ru garage, nni vieremu a Monza&quot;<br>Mi è venuta la pelle d&#39;oca al burn-out ai Quattro Canti",2021-09-08T13:25:12Z
@dredd9325,rb6 or rb8 ?,2021-09-08T13:24:27Z
@patrick_zenna6166,Next time to Bolzano 🤣,2021-09-08T13:24:22Z
@viditjain2653,The Red Bull PR team never disappoints!!,2021-09-08T13:22:35Z
@robertoblanchets,Bravo! Excelente! Los Mejores 👏🏼👏🏼👏🏼,2021-09-08T13:22:28Z
@thechamp28,"This is not max&#39;s car, this is vettel&#39;s car in 2011 I think.",2021-09-08T13:22:23Z
@matteomacchiarella9640,"Che bella la mia Mondello, mai vista così 😍😍😍",2021-09-08T13:22:22Z
@nm-1-m159,That&#39;s money for next year&#39;s car gone,2021-09-08T13:22:22Z
@Alerosanero83,Palermo immensa 💖🖤💖🖤,2021-09-08T13:21:47Z
@lupoellison7391,"Ferrari couldn&#39;t have done better. Welcome to Italy, Red Bull Racing Honda.",2021-09-08T13:21:41Z
@LanderLander.,Come si fa a non amarvi! Complimenti vivissimi e forza super max!,2021-09-08T13:20:54Z
@xTommyx97x,MANDOLINO &lt;3,2021-09-08T13:20:00Z
@GIUSEPPERICOTTAdaPALERMO,"‼️ They&#39;ve chosen the best Sicilian City for this spot: <a href=""http://www.youtube.com/results?search_query=%23palermo"">#PALERMO</a> ❤️<br><br>PALERMITANI commentate Ca&#39; sutta! 😏💯",2021-09-08T13:18:55Z
@enigmatruecrime,"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=101"">1:41</a> <b>Mazepin wants to know your location</b>",2021-09-08T13:18:53Z
@zzzz5695,"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=126"">2:06</a> are they gonna clean it?",2021-09-08T13:18:28Z
@giusepperubino2782,la mia cara e bellissima palermo.😘😘😘😘😘,2021-09-08T13:17:42Z
@GIUSEPPERICOTTAdaPALERMO,‼️ Niente di meno anno imbroccato una città x cuesta cag*ta ke iggnoranti [cit] 😏💯,2021-09-08T13:17:33Z
@aryanthaman7274,We all know it&#39;s Coulthard driving the car. 🤣,2021-09-08T13:17:28Z
@Heidegaff,"This bullshit is the reason my city got completely locked up, with each and every one of us unable to get to work in time?",2021-09-08T13:16:34Z
@davideloria985,Welcome to Ferrari❤️🇮🇹,2021-09-08T13:14:55Z
@claudiacuticchio2245,i love this sponsor my city in few moments I&#39;m proud of that 😍,2021-09-08T13:14:47Z
@zilentzap,"Aw man that was beautiful, might buy a red bull today",2021-09-08T13:14:45Z
@leonardoingrassia7646,si i surfisti a Mondello ...e a munnizza dove l avete messa !?,2021-09-08T13:14:14Z
@kyleabraham6564,I m a Hamilton fan but max and rb team is undefeatable,2021-09-08T13:13:00Z
@vincerusso9473,How good is this.. I would had thought Ferrari would do this.,2021-09-08T13:12:24Z
@pathos63,Favoloso!,2021-09-08T13:12:12Z
@antonellalaciura1,Meravigliosa la mia amata Palermo!! <br>Vista cosi sei ancora più bella <br>Grazie Red Bull!!,2021-09-08T13:10:42Z
@rosariocalma4067,"Fantastico, che spettacolo la Sicilia ❤️",2021-09-08T13:10:31Z
@fiffyieva3476,Palermo e i palermitani nel mio ❤️,2021-09-08T13:10:15Z
@FoxThePainkiller,"ok I almost cried. Palermo is my hometown. I was born there, I grew up there, I studied there. To be accurate, I grew up in Mondello and, when I was young one of my favourite play was to run the Mondello&#39;s pier by my bike and then dive into the sea still hanging on my  bike, in the same point where the car reach the boat. Thank you Red Bull for this moment. It is an awesome video.",2021-09-08T13:08:49Z
@gouthamanguna7007,Dude where is the halo... 😁,2021-09-08T13:08:12Z
@ale_vac0785,Venite ad avigliano,2021-09-08T13:08:06Z
@ivanoambrosifilms1993,"A MA ZING !!!! FPV, PHOTOGRAPHY, RITHM, GREAT!!!",2021-09-08T13:08:03Z
@AdanezWatchalong,Aaa the old car. Mmmm memories,2021-09-08T13:08:01Z
@francocimiciolla7001,Video stupendo! E sempre viva Palermo e Santa Rosalia...,2021-09-08T13:08:01Z
@SebastianoBellomo,5 minuti di adrenalinica bellezza....Palermo is Palermo !,2021-09-08T13:07:53Z
@marianilde1706,Stupendo! La vera Palermo!,2021-09-08T13:07:53Z
